id,title,genres,overview,tagline,cast,crew
43539,The Next Three Days,"['Romance', 'Drama', 'Thriller', 'Crime']","a married couple's life is turned upside down when the wife is accused of a murder. lara brennan is arrested for murdering her boss with whom she had an argument. it seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon. her husband, john would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. and when the strain of being separated from her family, especially her son, gets to her, john decides to break her out. so he does a lot of research to find a way.",what if you had 72 hours to save everything you live for?,"['Russell Crowe', 'Elizabeth Banks', 'Brian Dennehy', 'RZA', 'Moran Atias']",['Paul Haggis']
39210,Somewhere,"['Comedy', 'Drama']",a hard-living hollywood actor re-examines his life after his 11-year-old daughter surprises him with a visit.,unknown,"['Stephen Dorff', 'Chris Pontius', 'Erin Wasson', 'Alexandra Williams', 'Nathalie Fay']",['Sofia Coppola']
44147,Wild Target,"['Action', 'Comedy']","victor maynard is a middle-aged, solitary assassin, who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. his professional routine is interrupted when he finds himself drawn to one of his intended victims, rose. he spares her life, unexpectedly acquiring in the process a young apprentice, tony. believing victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client",they said 'take her out'. he got the wrong idea.,"['Bill Nighy', 'Emily Blunt', 'Rupert Grint', 'Rupert Everett', 'Eileen Atkins']",['Jonathan Lynn']
45958,Biutiful,['Drama'],"this is a story of a man in free fall. on the road to redemption, darkness lights his way. connected with the afterlife, uxbal is a tragic hero and father of two who's sensing the danger of death. he struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever.","you don't choose your family. we all belong to somebody, but to belong to uxbal and marambra, is both a blessing and a curse.","['Javier Bardem', 'Maricel Álvarez', 'Hanaa Bouchaib', 'Guillermo Estrella', 'Eduard Fernández']",['Alejandro González Iñárritu']
12444,Harry Potter and the Deathly Hallows: Part 1,"['Adventure', 'Fantasy', 'Family']","harry, ron and hermione walk away from their last year at hogwarts to find and destroy the remaining horcruxes, putting an end to voldemort's bid for immortality. but with harry's beloved dumbledore dead and voldemort's unscrupulous death eaters on the loose, the world is more dangerous than ever.",one way… one fate… one hero.,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Ralph Fiennes', 'Helena Bonham Carter']",['David Yates']
45269,The King's Speech,"['Drama', 'History']","the king's speech tells the story of the man who became king george vi, the father of queen elizabeth ii. after his brother abdicates, george ('bertie') reluctantly assumes the throne. plagued by a dreaded stutter and considered unfit to be king, bertie engages the help of an unorthodox speech therapist named lionel logue. through a set of unexpected techniques, and as a result of an unlikely friendship, bertie is able to find his voice and boldly lead the country into war.",find your voice.,"['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Guy Pearce', 'Timothy Spall']",['Tom Hooper']
38757,Tangled,"['Animation', 'Family']","when the kingdom's most wanted-and most charming-bandit flynn rider hides out in a mysterious tower, he's taken hostage by rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",they're taking adventure to new lengths.,"['Mandy Moore', 'Zachary Levi', 'Donna Murphy', 'Delaney Rose Stein', 'Brad Garrett']","['Byron Howard', 'Nathan Greno']"
45317,The Fighter,['Drama'],"the fighter, is a drama about boxer ""irish"" micky ward's unlikely road to the world light welterweight title. his rocky-like rise was shepherded by half-brother dicky, a boxer-turned-trainer who rebounded in life after nearly being ko'd by drugs and crime.",every dream deserves a fighting chance.,"['Mark Wahlberg', 'Christian Bale', 'Amy Adams', 'Melissa Leo', ""Mickey O'Keefe""]",['David O. Russell']
46420,The Loved Ones,['Horror'],"lola stone asked brent mitchell to the prom, but brent said no, and now he's screwed. what happens when lola doesn't get what she wants? she enlists daddy's help to throw a prom of her own, where she is queen and brent is king -- whether he likes it or not. the loved ones is what happens when puppy love goes horribly, violently wrong. brent should have said yes...",don't break her heart,"['Xavier Samuel', 'Jessica McNamee', 'Robin McLeavy', 'Victoria Thaine', 'John Brumpton']",['Sean Byrne']
48838,London Boulevard,"['Drama', 'Crime']",a parolee battles a gangster for the affections of a reclusive movie star.,not every criminal wants to be one.,"['Colin Farrell', 'Keira Knightley', 'David Thewlis', 'Anna Friel', 'Ben Chaplin']",['William Monahan']
42684,Skyline,['Science Fiction'],"when strange lights descend on the city of los angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the earth. now the band of survivors must fight for their lives as the world unravels around them.",don't look up,"['Eric Balfour', 'Scottie Thompson', 'David Zayas', 'Donald Faison', 'Brittany Daniel']","['Colin Strause', 'Greg Strause']"
38117,Beastly,"['Drama', 'Fantasy', 'Romance']","a curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of beauty and the beast. wealthy kyle kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. when kyle invites his misfit classmate kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. later, kyle blows kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.",love is never ugly.,"['Alex Pettyfer', 'Vanessa Hudgens', 'Mary-Kate Olsen', 'Lisa Gay Hamilton', 'Neil Patrick Harris']",['Daniel Barnz']
43347,Love & Other Drugs,"['Drama', 'Comedy', 'Romance']","maggie, an alluring free spirit who won't let anyone - or anything - tie her down. but she meets her match in jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. maggie and jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",addicted to one-night stands or dependent on one another?,"['Jake Gyllenhaal', 'Anne Hathaway', 'Oliver Platt', 'Hank Azaria', 'Gabriel Macht']",['Edward Zwick']
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,"['Adventure', 'Family', 'Fantasy']","this time around edmund and lucy pevensie, along with their pesky cousin eustace scrubb find themselves swallowed into a painting and on to a fantastic narnian ship headed for the very edges of the world.",return to magic. return to hope. return to narnia.,"['Skandar Keynes', 'Georgie Henley', 'Simon Pegg', 'Gary Sweet', 'Arthur Angel']",['Michael Apted']
37710,The Tourist,"['Action', 'Thriller', 'Romance']","american tourist frank (johnny depp) meets mysterious british woman elsie (angelina jolie) on the train to venice. romance seems to bud, but there's more to her than meets the eye. remake of the 2005 french film ""anthony zimmer"", written and directed by jérôme salle.",it all started when he met a woman,"['Johnny Depp', 'Angelina Jolie', 'Paul Bettany', 'Timothy Dalton', 'Steven Berkoff']",['Florian Henckel von Donnersmarck']
44982,13,"['Drama', 'Thriller']","a naive young man assumes a dead man's identity and finds himself embroiled in an underground world of power, violence, and chance where men gamble behind closed doors on the lives of other men.",spin. aim. survive.,"['Jason Statham', 'Alexander Skarsgård', 'Gaby Hoffmann', 'Emmanuelle Chriqui', 'Mickey Rourke']",['Géla Babluani']
46503,All Good Things,"['Drama', 'Mystery', 'Thriller', 'Crime', 'Romance']","newly-discovered facts, court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in new york history.",the perfect love story. until it became the perfect crime.,"['Ryan Gosling', 'Kirsten Dunst', 'Frank Langella', 'Lily Rabe', 'Philip Baker Hall']",['Andrew Jarecki']
43930,"Tomorrow, When the War Began",['Action'],"ellie linton, a teen from an australian coastal town, leads her friends on an excursion to a camp deep in the woods, dubbed ""hell."" upon their return, the youths find that their town has been overrun by an enemy army, and their friends and family have been imprisoned. when the hostile invaders become alerted to their presence, ellie and her friends band together to escape -- and strike back against -- this mysterious enemy.",where were you when everything changed?,"['Caitlin Stasey', 'Rachel Hurd-Wood', 'Phoebe Tonkin', 'Deniz Akdeniz', 'Lincoln Lewis']",['Stuart Beattie']
44264,True Grit,"['Drama', 'Adventure', 'Western']","following the murder of her father by hired hand tom chaney, 14-year-old farm girl mattie ross sets out to capture the killer. to aid her, she hires the toughest u.s. marshal she can find, a man with ""true grit,"" reuben j. ""rooster"" cogburn. mattie insists on accompanying cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. against his wishes, she joins him in his trek into the indian nations in search of chaney. they are joined by texas ranger laboeuf, who wants chaney for his own purposes. the unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.",punishment comes one way or another.,"['Jeff Bridges', 'Matt Damon', 'Josh Brolin', 'Barry Pepper', 'Hailee Steinfeld']","['Joel Coen', 'Ethan Coen']"
20526,TRON: Legacy,"['Adventure', 'Action', 'Science Fiction']","sam flynn, the tech-savvy and daring son of kevin flynn, investigates his father's disappearance and is pulled into the grid. with the help of a mysterious program named quorra, sam quests to stop evil dictator clu from crossing into the real world.",the game has changed.,"['Garrett Hedlund', 'Jeff Bridges', 'Olivia Wilde', 'Bruce Boxleitner', 'Yaya DaCosta']",['Joseph Kosinski']
42888,How Do You Know,"['Comedy', 'Drama', 'Romance']","after being cut from the usa softball team and feeling a bit past her prime, lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",how do you know it's love?,"['Reese Witherspoon', 'Paul Rudd', 'Owen Wilson', 'Jack Nicholson', 'Kathryn Hahn']",['James L. Brooks']
44129,The Company Men,['Drama'],"bobby walker lives the proverbial american dream: great job, beautiful family, shiny porsche in the garage. when corporate downsizing leaves him and two co-workers jobless, the three men are forced to re-define their lives as men, husbands and fathers.","in america, we give our lives to our jobs. it's time to take them back.","['Ben Affleck', 'Tommy Lee Jones', 'Chris Cooper', 'Kevin Costner', 'Maria Bello']",['John Wells']
49797,I Saw the Devil,"['Thriller', 'Horror']","kyung-chul is a dangerous psychopath who kills for pleasure. he has committed infernal serial murders in diabolic ways that one cannot even imagine and his victims range from young women to even children. the police have chased him for a long time, but were unable to catch him. one day, joo-yeon, daughter of a retired police chief becomes his prey and is found dead in a horrific state. her fiance soo-hyun, a top secret agent, decides to track down the murderer himself. he promises himself that he will do everything in his power to take bloody vengeance against the killer, even if it means that he must become a monster himself to get this monstrous and inhumane killer.",abandon all compassion.,"['Lee Byung-hun', 'Choi Min-sik', 'Jeon Kuk-hwan', 'Cheon Ho-jin', 'Oh San-ha']",['Kim Jee-woon']
41283,Faster,"['Crime', 'Drama', 'Action', 'Thriller']","driver (dwayne johnson) has spent the last 10 years in prison planning revenge for the murder of his brother. now that driver is free to carry out his deadly plan only two men stand in his way- billy bob thornton plays a veteran cop and oliver jackson-cohen, a crazy hitman. with those two close on his trail, driver races to carry out his mission as the mystery surrounding his brothers murder deepens.",slow justice is no justice,"['Dwayne Johnson', 'Billy Bob Thornton', 'Maggie Grace', 'Carla Gugino', 'Tom Berenger']","['George Tillman, Jr.']"
27585,Rabbit Hole,['Drama'],life for a happy couple is turned upside down after their young son dies in an accident.,the only way out is through.,"['Nicole Kidman', 'Aaron Eckhart', 'Dianne Wiest', 'Miles Teller', 'Tammy Blanchard']",['John Cameron Mitchell']
39451,Little Fockers,"['Comedy', 'Romance']","it has taken 10 years, two little fockers with wife pam and countless hurdles for greg to finally get in with his tightly wound father-in-law, jack. after the cash-strapped dad takes a job moonlighting for a drug company, jack's suspicions about his favorite male nurse come roaring back. when greg and pam's entire clan descends for the twins' birthday party, greg must prove to the skeptical jack that he's fully capable as the man of the house.","kids bring everyone closer, right?","['Robert De Niro', 'Ben Stiller', 'Owen Wilson', 'Dustin Hoffman', 'Barbra Streisand']",['Paul Weitz']
38745,Gulliver's Travels,['Comedy'],"travel writer lemuel gulliver takes an assignment in bermuda, but ends up on the island of liliput, where he towers over its tiny citizens.",something big is going down.,"['Jack Black', 'Amanda Peet', 'Emily Blunt', 'Jason Segel', ""Chris O'Dowd""]",['Rob Letterman']
42297,Burlesque,"['Drama', 'Romance']","the burlesque lounge has its best days behind it. tess, a retired dancer and owner of the venue, struggles to keep the aging theater alive, facing all kinds of financial and artistic challenges. with the lounge's troupe members becoming increasingly distracted by personal problems and a threat coming from a wealthy businessman's quest to buy the spot from tess, the good fortune seems to have abandoned the club altogether. meanwhile, the life of ali, a small-town girl from iowa, is about to change dramatically. hired by tess as a waitress at the lounge, ali escapes a hollow past and quickly falls in love with the art of burlesque. backed by newfound friends amongst the theater's crew, she manages to fulfill her dreams of being on stage herself. things take a dramatic turn though when ali's big voice makes her become the main attraction of the revue",it takes a legend... to make a star,"['Cher', 'Christina Aguilera', 'Eric Dane', 'Cam Gigandet', 'Julianne Hough']",['Steve Antin']
51739,The Secret World of Arrietty,"['Fantasy', 'Animation', 'Family']","14-year-old arrietty and the rest of the clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. however, life changes for the clocks when a human boy discovers arrietty.",do not be seen by humans. that's been the law of children of the underfloor.,"['Mirai Shida', 'Ryunosuke Kamiki', 'Tomokazu Miura', 'Tatsuya Fujiwara', 'Keiko Takeshita']",['Hiromasa Yonebayashi']
46838,Tucker and Dale vs Evil,"['Comedy', 'Horror']","two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's west virginian cabin. as the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",evil just messed with the wrong hillbillies.,"['Alan Tudyk', 'Tyler Labine', 'Katrina Bowden', 'Jesse Moss', 'Philip Granger']",['Eli Craig']
41515,Yogi Bear,"['Comedy', 'Family', 'Animation', 'Adventure']","jellystone park has been losing business, so greedy mayor brown decides to shut it down and sell the land. that means families will no longer be able to experience the natural beauty of the outdoors -- and, even worse, yogi and boo boo will be tossed out of the only home they've ever known. faced with his biggest challenge ever, yogi must prove that he really is ""smarter than the average bear"" as he and boo boo join forces with their old nemesis ranger smith to find a way to save jellystone park from closing forever.",life's a pic-a-nic,"['Dan Aykroyd', 'Justin Timberlake', 'Anna Faris', 'Tom Cavanagh', 'Christine Taylor']",['Eric Brevig']
23830,Last Night,"['Drama', 'Romance']","the story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. while he's resisting temptation, his wife encounters her past love.",temptation can lead anywhere.,"['Keira Knightley', 'Sam Worthington', 'Eva Mendes', 'Guillaume Canet', 'Griffin Dunne']",['Massy Tadjedin']
40805,The Green Hornet,"['Action', 'Crime', 'Comedy']","britt reid (seth rogen), the heir to the largest newspaper fortune in los angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. after his father (tom wilkinson) dies, britt meets kato (jay chou), a resourceful company employee. realizing that they have the talent and resources to make something of their lives, britt and kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, chudnofsky (christoph waltz).",breaking the law to protect it.,"['Seth Rogen', 'Jay Chou', 'Christoph Waltz', 'Cameron Diaz', 'Edward Furlong']",['Michel Gondry']
49009,The Way Back,"['Drama', 'Adventure', 'History']","peter weir's follow-up to master &amp; commander (2003) is the stark &amp; brilliant the way back, which takes on the theme of man's struggle for freedom. at the dawn of wwii, several men escape from a russian gulag. the film details their perilous &amp; uncertain journey to freedom, as they cross deserts, mountains, &amp; several nations.",their escape was just the beginning.,"['Colin Farrell', 'Dejan Angelov', 'Dragoș Bucur', 'Ed Harris', 'Jim Sturgess']",['Peter Weir']
23047,Season of the Witch,"['Adventure', 'Fantasy', 'Action']","a 14th century crusader returns with his comrade to a homeland devastated by the black plague. the church commands the two knights to transport a witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.",not all souls can be saved.,"['Nicolas Cage', 'Ron Perlman', 'Ulrich Thomsen', 'Christopher Lee', 'Fernanda Dorogi']",['Dominic Sena']
49849,Cowboys & Aliens,"['Action', 'Science Fiction', 'Thriller', 'Western']","a stranger stumbles into the desert town of absolution with no memory of his past and a futuristic shackle around his wrist. with the help of mysterious beauty ella and the iron-fisted colonel dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and apache warriors against a common enemy from beyond this world in an epic showdown for survival.",first contact. last stand.,"['Daniel Craig', 'Olivia Wilde', 'Harrison Ford', 'Sam Rockwell', 'Walton Goggins']",['Jon Favreau']
40619,Day & Night,"['Animation', 'Family']","when day, a sunny fellow, encounters night, a stranger of distinctly darker moods, sparks fly! day and night are frightened and suspicious of each other at first, and quickly get off on the wrong foot. but as they discover each other's unique qualities--and come to realize that each of them offers a different window onto the same world-the friendship helps both to gain a new perspective.",unknown,['Wayne Dyer'],['Teddy Newton']
44564,The Dilemma,"['Comedy', 'Drama']","longtime friends ronny and nick are partners in an auto-design firm. they are hard at work on a presentation for a dream project that would really launch their company. then ronny spots nick's wife out with another man, and in the process of investigating the possible affair, he learns that nick has a few secrets of his own. as the presentation nears, ronny agonizes over what might happen if the truth gets out.",two best friends. nothing could come between them... or could it?,"['Kevin James', 'Vince Vaughn', 'Winona Ryder', 'Jennifer Connelly', 'Queen Latifah']",['Ron Howard']
51876,Limitless,"['Thriller', 'Mystery', 'Science Fiction']","a paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. his enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",what if a pill could make you rich and powerful?,"['Bradley Cooper', 'Robert De Niro', 'Abbie Cornish', 'Andrew Howard', 'Anna Friel']",['Neil Burger']
43947,I Spit on Your Grave,"['Thriller', 'Crime', 'Horror']","a remake of the 1979 controversial cult classic, i spit on your grave retells the horrific tale of writer jennifer hills who takes a retreat from the city to a charming cabin in the woods to start on her next book. but jennifer's presence in the small town attracts the attention of a few morally deprived locals led by johnny, the town's service station owner, his two co-workers, andy and stanley, who along with their socially and mentally challenged friend matthew, set out one night to teach this city girl a lesson.",it's date night,"['Sarah Butler', 'Daniel Franzese', 'Chad Lindberg', 'Jeff Branson', 'Rodney Eastman']",['Steven R. Monroe']
12536,Home Alone 4,"['Crime', 'Comedy', 'Family']","kevin mccallister's parents have split up. now living with his mom, he decides to spend christmas with his dad at the mansion of his father's rich girlfriend, natalie. meanwhile robber marv merchants, one of the villains from the first two movies, partners up with a new criminal named vera to hit natalie's mansion.",unknown,"['French Stewart', 'Erick Avari', 'Mike Weinberg', 'Barbara Babcock', 'Jason Beghe']",['Rod Daniel']
41630,No Strings Attached,"['Comedy', 'Romance']","emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend adam a relationship with one rule: no strings attached. but when a fling becomes a thing, can sex friends stay best friends?",friendship has its benefits.,"['Natalie Portman', 'Ashton Kutcher', 'Kevin Kline', 'Cary Elwes', 'Greta Gerwig']",['Ivan Reitman']
50348,The Lincoln Lawyer,"['Crime', 'Drama', 'Thriller']",a lawyer conducts business from the back of his lincoln town car while representing a high-profile client in beverly hills.,this case is a dangerous game of life and death,"['Matthew McConaughey', 'Marisa Tomei', 'Ryan Phillippe', 'William H. Macy', 'Josh Lucas']",['Brad Furman']
48171,The Rite,"['Drama', 'Thriller', 'Horror']","seminary student michael kovak (colin o'donoghue) reluctantly attends exorcism school at the vatican. while he’s in rome, michael meets an unorthodox priest, father lucas (anthony hopkins), who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on earth.",you can only defeat it when you believe.,"['Anthony Hopkins', ""Colin O'Donoghue"", 'Alice Braga', 'Toby Jones', 'Ciarán Hinds']",['Mikael Håfström']
48138,Unknown,"['Action', 'Mystery', 'Thriller']","an american biologist attending a conference in berlin awakens from a coma after a car accident, only to discover that someone has taken his identity and that no one, not even his wife, believes him. with the help of an illegal immigrant and a former stazi agent, he sets out to prove who he is and find out why people are trying to kill him.",take back your life,"['Liam Neeson', 'Diane Kruger', 'January Jones', 'Aidan Quinn', 'Bruno Ganz']",['Jaume Collet-Serra']
48340,Sanctum,"['Action', 'Thriller']","the 3-d action-thriller sanctum, from executive producer james cameron, follows a team of underwater cave divers on a treacherous expedition to the largest, most beautiful and least accessible cave system on earth. when a tropical storm forces them deep into the caverns, they must fight raging water, deadly terrain and creeping panic as they search for an unknown escape route to the sea. master diver frank mcguire (richard roxburgh) has explored the south pacific's esa-ala caves for months. but when his exit is cut off in a flash flood, frank's team--including 17-year-old son josh (rhys wakefield) and financier carl hurley (ioan gruffudd)--are forced to radically alter plans. with dwindling supplies, the crew must navigate an underwater labyrinth to make it out. soon, they are confronted with the unavoidable question: can they survive, or will they be trapped forever?",the only way out is down.,"['Ioan Gruffudd', 'Richard Roxburgh', 'Alice Parkinson', 'Daniel Wyllie', 'Allison Cratchley']",['Alister Grierson']
45772,Gnomeo & Juliet,"['Animation', 'Family']","a version of shakespeare's play, set in the world of warring indoor and outdoor gnomes. garden gnomes gnomeo and juliet have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. but with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?",a little adventure goes a lawn way.,"['James McAvoy', 'Michael Caine', 'Maggie Smith', 'Julie Walters', 'Patrick Stewart']",['Kelly Asbury']
50204,Burke & Hare,"['Comedy', 'Thriller']","two 19th-century opportunists (simon pegg, andy serkis) become serial killers so that they can maintain their profitable business supplying cadavers to an anatomist (tom wilkinson).",no job too small. no body too big. no questions asked.,"['Simon Pegg', 'Andy Serkis', 'Isla Fisher', 'Tom Wilkinson', 'Tim Curry']",['John Landis']
43552,Vanishing on 7th Street,"['Mystery', 'Horror', 'Thriller']","a mysterious global blackout yields countless populations to simply vanish, leaving only their clothes and possessions behind. a small handful of survivors band together in a dimly-lit tavern on 7th street, struggling to combat the apocalyptic horror. realizing they may in fact be the last people on earth, a dark shadow hones in on them alone.",stay in the light.,"['Hayden Christensen', 'Thandie Newton', 'John Leguizamo', 'Neal Huff', 'Jacob Latimore']",['Brad Anderson']
39513,Paul,"['Adventure', 'Comedy', 'Science Fiction']","for the past 60 years, a space-traveling smart-ass named paul has been locked up in a top-secret military base, advising world leaders about his kind. but when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, paul escapes on the first rv that passes by his compound in area 51. fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",who's up for a close encounter?,"['Seth Rogen', 'Simon Pegg', 'Nick Frost', 'Jason Bateman', 'Kristen Wiig']",['Greg Mottola']
47327,Drive Angry,"['Fantasy', 'Thriller', 'Action', 'Crime']","milton is a hardened felon who has broken out of hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. he joins forces with piper, a sexy, tough-as-nails waitress with a 69 charger, who's also seeking redemption of her own. caught in a deadly race against time, milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.",one hell of a ride.,"['Nicolas Cage', 'Amber Heard', 'William Fichtner', 'Billy Burke', 'David Morse']",['Patrick Lussier']
44896,Rango,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']","when rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of dirt, the less-than-courageous lizard suddenly finds he stands out. welcomed as the last hope the town has been waiting for, new sheriff rango is forced to play his new role to the hilt.",heroes come in all different colors.,"['Johnny Depp', 'Isla Fisher', 'Ned Beatty', 'Bill Nighy', 'Alfred Molina']",['Gore Verbinski']
50725,Take Me Home Tonight,"['Comedy', 'Drama', 'Romance']","recent mit grad matt franklin (topher grace) should be well on his way to a successful career at a fortune 500 company, but instead, he rebels against maturity by taking a job at a video store. matt rethinks his position when his unrequited high-school crush, tori (teresa palmer), walks in and invites him to an end-of-summer party. with the help of his twin sister (anna faris) and his best friend (dan fogler), matt hatches a plan to change the course of his life.",best. night. ever.,"['Topher Grace', 'Anna Faris', 'Dan Fogler', 'Teresa Palmer', 'Michelle Trachtenberg']",['Michael Dowse']
54186,Confessions,"['Drama', 'Thriller', 'Mystery']",a psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,unknown,"['松隆子', 'Masaki Okada', 'Yoshino Kimura', 'Mana Ashida', 'Makiya Yamaguchi']",['Tetsuya Nakashima']
38050,The Adjustment Bureau,"['Science Fiction', 'Thriller', 'Romance']","a man glimpses the future fate has planned for him – and chooses to fight for his own destiny. battling the powerful adjustment bureau across, under and through the streets of new york, he risks his destined greatness to be with the only woman he's ever loved.",fight for your fate.,"['Matt Damon', 'Emily Blunt', 'John Slattery', 'Anthony Mackie', 'Lauren Hodges']",['George Nolfi']
27582,The Mechanic,"['Action', 'Thriller', 'Crime']","arthur bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. it's a job that requires professional perfection and total detachment, and bishop is the best in the business. but when he is ordered to take out his mentor and close friend harry, bishop is anything but detached.",someone has to fix the problems.,"['Jason Statham', 'Ben Foster', 'Donald Sutherland', 'Mini Anden', 'Tony Goldwyn']",['Simon West']
48988,Hall Pass,['Comedy'],"when best buds rick and fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages: they grant the guys a ""hall pass"", one week of freedom to do whatever they want. at first, it seems like a dream come true, but they quickly discover that their expectations of the single life - and themselves - are completely and hilariously out of sync with reality.","one week, no rules","['Owen Wilson', 'Jason Sudeikis', 'Jenna Fischer', 'Christina Applegate', 'Nicky Whelan']","['Bobby Farrelly', 'Peter Farrelly']"
49494,The Eagle,"['Adventure', 'Drama']","in 140 ad, twenty years after the unexplained disappearance of the entire ninth legion in the mountains of scotland, young centurion marcus aquila (tatum) arrives from rome to solve the mystery and restore the reputation of his father, the commander of the ninth. accompanied only by his british slave esca (bell), marcus sets out across hadrian's wall into the uncharted highlands of caledonia - to confront its savage tribes, make peace with his father's memory, and retrieve the lost legion's golden emblem, the eagle of the ninth.",the destiny of a soldier. the honour of a slave. the fate of an empire.,"['Channing Tatum', 'Mark Strong', 'Jamie Bell', 'Donald Sutherland', ""Denis O'Hare""]",['Kevin Macdonald']
46529,I Am Number Four,"['Action', 'Thriller', 'Science Fiction', 'Adventure']","a teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. with three dead and one on the run, the race to find the elusive number four begins. outwardly normal teen john smith never gets too comfortable in the same identity, and along with his guardian, henri, he is constantly moving from town to town. with each passing day, john gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",three like him have already been killed…he is number four.,"['Alex Pettyfer', 'Timothy Olyphant', 'Teresa Palmer', 'Dianna Agron', 'Callan McAuliffe']",['D.J. Caruso']
44943,Battle: Los Angeles,"['Action', 'Science Fiction']","the earth is attacked by unknown forces. as people everywhere watch the world's great cities fall, los angeles becomes the last stand for mankind in a battle no one expected. it's up to a marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.",it's not war. it's survival.,"['Aaron Eckhart', 'Ramón Rodríguez', 'Will Rothhaar', 'Cory Hardrict', 'Jim Parrack']",['Jonathan Liebesman']
28874,Summer Wars,['Animation'],"kenji is your typical teenage misfit. he’s good at math, bad with girls, and spends most of his time out hanging out in the all-powerful online community known as oz. his second life is the only life he has – until the girl of his dreams, natsuki, hijacks him for a starring role as a fake fiancé at her family reunion. things only get stranger from there. a late-night email containing a cryptic mathematic riddle leads to the unleashing of a rogue ai intent on using the virtual world of oz to destroy the real world. as armageddon looms on the horizon, kenji and his new “family” set aside their differences and band together to save the worlds they inhabit in this ""near-perfect blend of social satire and science fiction.""",unknown,"['Mitsuki Tanimura', 'Nanami Sakuraba', 'Sumiko Fuji', 'Ayumu Saitô', 'Riisa Naka']",['Mamoru Hosoda']
50321,Mars Needs Moms,"['Adventure', 'Animation', 'Family']","when martians suddenly abduct his mom, mischievous milo rushes to the rescue and discovers why all moms are so special.",mom needs a little space.,"['Seth Green', 'Joan Cusack', 'Dan Fogler', 'Breckin Meyer', 'Elisabeth Harnois']",['Simon Wells']
